"Animal","symptoms1","symptoms2","symptoms3","symptoms4","symptoms5","Dangerous","Gender","Age"
"pigs","Severe kerititis","Conjunctive","Discharge","Iris prolapse","Loss of eye","Yes","Male",13
"buffaloes","Fever","Hepatitis","Skin rashes","Weight loss","Pain","No","Male",5
"goat","Fever","Diarrhea","Vomiting","Stomach cramps","Nausea","Yes","Male",1
"sheep","Wool is clumped","Feels stiff","Staggering","Skin Rashes","Pains","Yes","Male",2
"buffaloes","loss of appetite","Depression","Paralyzed leg","Weight loss","Anemia","No","Female",20
"buffaloes","Facial Swelling","Lacrimation","Diarrhea","Anorexia","Nasal Discharge","No","Female",19
"sheep","Jaundice","Loss of appetite","Rough Hair coat","Coughing","Death","Yes","Male",7
"cattle","fever","loss of appetite","swollen teats","lameness in affected leg","depression","Yes","Female",1
"buffaloes","Swollen Belly","Dullness","Discharge","Urination","Lying down","Yes","Male",5
"chicken","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Male",1
"buffaloes","Fever","Hepatitis","Skin rashes","Weight loss","Pain","No","Male",5
"sheep","Smell of ammonia","Ulcer","Depression","Swelling","Pains","Yes","Male",5
"chicken","Weakness","Diarrhea","High moratality","Dehydration","Anorexia","No","Male",1
"duck","Sickness","Loss of  appetite","Vomiting","Weight loss","Raised growth or bump","Yes","Female",11
"buffaloes","Swelling","Lameness","Hyperaestesia","Hock joint","Weight loss","Yes","Male",1
"buffaloes","Barren ewes","Abortion","Poor conformation","Hairy Fleeces","Weight loss","Yes","Male",5
"chicken","Watery Eyes","Eye closed","Weight loss","Sneezing","Nervous Issue","Yes","Male",6
"chicken","loss of appetite","Depression","Paralyzed leg","Weight loss","Anemia","No","Male",9
"buffaloes","Severe swellimg","Heavy Breathing","Diarrhea","Weight loss","Pain","No","Male",29
"chicken","loss of appetite","Depression","Paralyzed leg","Weight loss","Anemia","No","Male",9
"chicken","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",1
"buffaloes","Fever","Dyspnea","Coughing","Lethargy","Weightloss","Yes","Male",25
"chicken","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Male",2
"pigs","weakness","decreased stool production","distended stomach","heavy breathing","restless movement","Yes","Female",7
"pigs","Swollen","Testical Pain","Itches","Bloody discharge","Tenderness","Yes","Male",13
"chicken","Tail Wagging","Straining","Lethargy","Weakness","Diarrhea","Yes","Male",6
"buffaloes","Fever","Difficulty breathing","Thrist and urination","Lethargy","Sneezing","Yes","Male",26
"buffaloes","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Female",1
"buffaloes","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Female",2
"chicken","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",9
"sheep","Listless","Difficulty in walking","Grinding of teeth","Blindness","Ataxia","Yes","Male",1
"buffaloes","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Female",27
"buffaloes","Fever","Depression","Coughing","Weight loss","Anorexia","Yes","Male",2
"chicken","egg production decreases","stunted growth","Blindness","Distinctive bumps","Facial swelling","Yes","Male",9
"sheep","Head Shking","Discharge from ear","Scartching ear","Odor to Ear","Redness on ear","Yes","Female",1
"hamster","Sickness","Diarrhea","Weight loss","Nausea","Dehydration","Yes","Female",1
"fowl","Fever","Lack of coordination","Depression","Salivation","Facial paralysis","Yes","Female",4
"chicken","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Male",4
"duck","Loss of eat","Difficulty in breathing","Swelling ","Lameness","Neurologic abnormalities","Yes","Female",11
"buffaloes","Weakness","Diarrhea","High moratality","Dehydration","Anorexia","No","Male",1
"chicken","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Male",8
"sheep","Fever","Succumb","Sluggish","Anorexia","Pains","Yes","Female",1
"duck","Swelling on leg","Painfull","Nasal Discharge","Broken Bones","Nasal Discharge","Yes","Female",1
"chicken","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Male",1
"buffaloes","Facial Swelling","Lacrimation","Diarrhea","Anorexia","Nasal Discharge","No","Female",13
"buffaloes","Weakness","Diarrhea","High moratality","Dehydration","Anorexia","No","Male",26
"buffaloes","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",28
"chicken","Lack of walking","Lack of flying","Roughened","Dehydration","Pains","Yes","Male",4
"pigs","Fever","Diarrhea","Depression","Scratches","Weight Loss","Yes","Male",10
"chicken","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Male",6
"buffaloes","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",1
"sheep","Fever","Diarrhea","Muscle twiching","Lameness","Weight loss","Yes","Female",2
"buffaloes","Fever","Swelling of face or leg","Coughing","Depression","Pains","Yes","Female",6
"chicken","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Male",8
"sheep","Smell of ammonia","Ulcer","Depression","Swelling","Pains","Yes","Male",4
"chicken","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",3
"fowl","Fever","Hemolytic anemia","Hemoglobinuria","pulmonary congestion","Jaundice","Yes","Female",2
"donkey","extending its neck","gasping for air","gasping for breath","difficulty swallowing","gasping for breath","Yes","Female",6
"donkey","Continuous loss of weight","Regurgitation of food","wheezing","Excessive food intake","Undigested seeds","Yes","Female",25
"buffaloes","Fever","Succumb","Spread of infection","Weight loss","Anorexia","Yes","Female",10
"chicken","Liquid Dropping","Exhaustion","Ataxia","Lethargy","Seizures","Yes","Female",1
"chicken","Facial Swelling","Lacrimation","Diarrhea","Anorexia","Nasal Discharge","No","Male",7
"chicken","Overweight","Loss of Appetite","Ruffled feathers","Depression","Diarrhea","Yes","Male",6
"fowl","nausea","vomiting","loss of appetite","experiencing changes in weight"," pain and bloating","Yes","Male",6
"buffaloes","Fever","Hepatitis","Skin rashes","Weight loss","Pain","No","Male",28
"pigs","lllthrift","Skin Lesion","Lameness","Swelling on theBody","Weight loss","Yes","Male",4
"sheep","Fever","Dullness","Depression","Weight loss","Anorexia","Yes","Male",3
"sheep","Limping","Skin colour change","Flabby","Raw","Sensitive to touch","Yes","Female",6
"buffaloes","Facial Swelling","Lacrimation","Diarrhea","Anorexia","Nasal Discharge","No","Female",16
"buffaloes","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Female",27
"buffaloes","Weakness","Diarrhea","High moratality","Dehydration","Anorexia","No","Male",10
"sheep","Fever","Lameness","Wasting","Blindness","Staggering","Yes","Male",4
"chicken","Edema","diarrhea","Nasal Discharge","Decresed egg production","Sneezing","Yes","Male",7
"buffaloes","Fever","Loss of  appetite","Lession on the skin","Lethargy","Joint Pain","Yes","Male",24
"chicken","loss of appetite","Depression","Paralyzed leg","Weight loss","Anemia","No","Male",9
"chicken","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Male",6
"sheep","Fever","Excession Salivation","Abnormal conformation","Ulcerated muscle","Ulcerated ear","Yes","Male",8
"sheep","Watery Diarrhea dispropotion","Sick","Corneal Ulceration","Loss of appetite","Death","Yes","Male",9
"buffaloes","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",12
"chicken","Severe swellimg","Heavy Breathing","Diarrhea","Weight loss","Pain","No","Female",1
"buffaloes","Facial Swelling","Lacrimation","Diarrhea","Anorexia","Nasal Discharge","No","Female",16
"sheep","Isolation from flock","Stealing ","Nesting behaviour","Pawing at bedding","Pains","Yes","Female",8
"goat","Fever","Hemolytic anemia","Hemoglobinuria","pulmonary congestion","Jaundice","Yes","Male",12
"pigs","Respiratory distress","Diarrhea","Death","Reduce milk ","Weight loss","Yes","Female",8
"buffaloes","Fever","Rhinorrhea","Coughing","Facial edema","Dyspnea","Yes","Female",16
"buffaloes","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",24
"duck","Fever","Diarrhea","Abdominal pain","Stiffness","Severe weekness and depression","Yes","Male",6
"fowl","Changes in outer layer skin","Swelling of eye","loss of appetite","Lethargy","Respiratory infection","Yes","Male",8
"pigs","Fever","Diarrhea","Pot belly","Death","Loss of appettite","Yes","Male",12
"donkey","extending its neck","gasping for air","gasping for breath","difficulty swallowing","gasping for breath","Yes","Female",3
"buffaloes","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Female",1
"buffaloes","Weakness","Diarrhea","High moratality","Dehydration","Anorexia","No","Male",6
"buffaloes","Fever","Rhinorrhea","Coughing","Sneezing","Nasal Discharge","Yes","Male",5
"fowl","Vomiting","Bloody diarrhea","Lethargy","Dehydration","Anorexia","Yes","Female",9
"sheep","Discharge ","Sudden Abortion","Hemoglobinuria","Death of lamb","Weight Loss","Yes","Female",1
"fowl","Bald patches","Hair loss","Crusty","Flaky","Red lesion from bald patches","Yes","Female",8
"goat","Fever","Malaise","Weakness","Weight loss","Pain","Yes","Female",1
"buffaloes","Fever","Hepatitis","Skin rashes","Weight loss","Pain","No","Male",1
"buffaloes","Severe swellimg","Heavy Breathing","Diarrhea","Weight loss","Pain","No","Male",26
"fowl","Decreased milk","Holding limbs off the ground","Weight loss","Lameness","Wool production","Yes","Male",9
"buffaloes","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",6
"sheep","Fever","Diarrhea","Bloody droping","Abdominal discomfort","Lethargy","Yes","Female",6
"buffaloes","Sinuses","Swollen Eyelids","Skin rashes","Sneezing","Misshapen Beak","Yes","Male",3
"buffaloes","loss of appetite","Depression","Paralyzed leg","Weight loss","Anemia","No","Female",29
"chicken","Fever","Sour Throat","Mortality","Muscle aches","Abnormalities","Yes","Male",7
"buffaloes","Greenish-yellow nasal discharge","Lack of pigmentation","Vomiting","Lethargy","Pain on face","Yes","Male",6
"buffaloes","Barren ewes","Abortion","Poor conformation","Hairy Fleeces","Weight loss","Yes","Male",17
"buffaloes","Fever","Convulsion","Sudden death","Urine retention","Weight loss","Yes","Female",25
"buffaloes","Fever","Sour Throat","Mortality","Muscle aches","Abnormalities","Yes","Female",23
"duck","Fever","Diarrhea","Coughing","Lethargy","Blue Eye","Yes","Male",1
"buffaloes","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",23
"fowl","Fever","Diarrhea","Vomiting","Stomach cramps","Nausea","Yes","Female",2
"cattle","Fever","Ulcer on gum","Red eye","Yellowish Discharge","Bloody Diarrhea","Yes","Female",17
"sheep","eye discharges","nasal discharge","change their normal behaviour","high body temperature","lameness","Yes","Male",3
"chicken","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Male",1
"sheep","Respiratory distress","Diarrhea","Death","Reduce milk ","Weight loss","Yes","Male",1
"buffaloes","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Female",3
"chicken","Weakness","Diarrhea","High moratality","Dehydration","Anorexia","No","Male",1
"sheep","Isolation from flock","Stealing ","Nesting behaviour","Pawing at bedding","Pains","Yes","Female",10
"duck","loss of appetite","high body temperaure","lack of appetite","diarrhea","sudden death","Yes","Male",4
"sheep","Swollen","Hot joints","Pustulses","Difficulty in Walk","Pains","Yes","Male",9
"pigs","Fever","Diarrhea","Depression","Scratches","Weight Loss","Yes","Male",12
"sheep","Limping","Skin colour change","Flabby","Raw","Sensitive to touch","Yes","Female",4
"duck","Bloody Urine","Diffculty breathing","Vomiting","Weight loss","Anorexia","Yes","Female",8
"chicken","loss of appetite","Depression","Paralyzed leg","Weight loss","Anemia","No","Male",8
"fowl","Bald patches","Hair loss","Crusty","Flaky","Red lesion from bald patches","Yes","Female",1
"chicken","Lepatomegaly","Splenomegaly","Vomiting","Swollen","Shaking oh head","Yes","Female",4
"chicken","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",9
"buffaloes","Fever","Chills","Retarded Growth","Chest Pain","Chest Pain","Yes","Female",3
"goat","Fever","Lack of coordination","Depression","Salivation","Facial paralysis","Yes","Male",9
"chicken","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",1
"cattle","sudden death","high temperature","difficulty breating","Aneamia","trembling","Yes","Female",11
"sheep","Fever","Reduce Reproductive potential","Agalactia","Loss of milk production","Sloughing of the tail","Yes","Female",6
"donkey","Eye redness","Frequent eye Infections","Crusty eye lashes and matting of eyelashes","foul smelling stools"," increased passing gas","Yes","Female",17
"horse","head tilt","lathargy","lathargy","urine dribbling","inability to rise","Yes","Female",22
"buffaloes","Inappentence","Diarrhea","Tremors of the head","Dehydration","Weight loss","Yes","Female",1
"chicken","Severe swellimg","Heavy Breathing","Diarrhea","Weight loss","Pain","No","Female",5
"duck","Fever","Eye ulcer","Congestion","Depression","Pink eye","Yes","Male",2
"hamster","Sickness","Diarrhea","Weight loss","Nausea","Dehydration","Yes","Female",1
"chicken","Weakness","Diarrhea","High moratality","Dehydration","Anorexia","No","Male",9
"donkey","fever","nasal discharge","muscular stiffness","swollen lymph nodes","depression","Yes","Female",22
"buffaloes","Puffed_up Feather","Less Eat","Headache","Half-closed eye","Seizures","Yes","Male",26
"hamster","Poor condition","Enlarged lymph nodes","Diarrhea","Weight loss","Pain","Yes","Female",1
"horse","Fever","Diarrhea","loss of appetite","Colic","Weakness","Yes","Female",17
"pigs","Foul Smelling","Dullness","Dirty","Stained Wool","Tail shaking","Yes","Male",13
"donkey","Egg production stops","Broody behavior","loss of appetite","Weight loss","Constipation","Yes","Female",18
"buffaloes","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",2
"pigs","Swollen","Hot joints","Pustulses","Difficulty in Walk","Pains","Yes","Male",2
"goat","Emaciation","Diarrhea","Kid moratality","Weakness","Anemia","Yes","Male",14
"buffaloes","Fever","Diarrhea","Sneezing","Stiffness","Severe weekness and depression","Yes","Male",11
"chicken","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",2
"chicken","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",7
"duck","Fever","Swelling of face or leg","Poor Appetite","Depression","Pains","Yes","Female",11
"chicken","Facial Swelling","Lacrimation","Diarrhea","Anorexia","Nasal Discharge","No","Male",7
"sheep","Fever","Excession Salivation","Abnormal conformation","Ulcerated muscle","Ulcerated ear","Yes","Male",1
"pigs","Emaciation","Diarrhea","Coughing","Weight loss","Death","Yes","Male",6
"buffaloes","Fever","Difficulty breathing","Thrist and urination","Lethargy","Sneezing","Yes","Male",20
"buffaloes","Sneezing","Epistaxis","Coughing","Difficulty in breathing","Nasal Discharge","No","Female",11
